license_number,business_name,dba_name,city,county,weedmaps_url,leafly_url,verified_url,menu_provider
C10-0000414-LIC,"Greenhouse Herbal Center, LLC","GREENHOUSE HERBAL CENTER, LLC",Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/greenhouse-herbal-center-los-angeles,https://www.leafly.com/dispensary-info/greenhouse-herbal-center,,
C10-0000626-LIC,"Greenhouse Organics, Inc.",Erba Sawtelle,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/erba-sawtelle-los-angeles,https://www.leafly.com/dispensary-info/erba-sawtelle,,
C10-0001057-LIC,H2l Ventures Inc.,BUDZ DELI,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/budz-deli-los-angeles,https://www.leafly.com/dispensary-info/budz-deli,,
C10-0000807-LIC,"Happy Greenz, Inc [Equity Retailer]","HAPPY GREENZ, INC [Equity Retailer]",Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/happy-greenz-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/happy-greenz-equity-retailer,,
C10-0001263-LIC,Happy Port Industries [Equity Retailer],OFF THE CHARTS PCH [Equity Retailer],Harbor City,Los Angeles,https://weedmaps.com/dispensaries/off-the-charts-pch-equity-retailer-harbor-city,https://www.leafly.com/dispensary-info/off-the-charts-pch-equity-retailer,,
C10-0001455-LIC,Harvest Of Santa Monica,,Santa Monica,Los Angeles,https://weedmaps.com/dispensaries/harvest-of-santa-monica-santa-monica,https://www.leafly.com/dispensary-info/harvest-of-santa-monica,,
C10-0001633-LIC,Haven Hawthorne LLC,Haven,Hawthorne,Los Angeles,https://weedmaps.com/dispensaries/haven-hawthorne,https://www.leafly.com/dispensary-info/haven,,
C10-0000585-LIC,Hazelwood Patients Collective,Fridaze,Encino,Los Angeles,https://weedmaps.com/dispensaries/fridaze-encino,https://www.leafly.com/dispensary-info/fridaze,,
C10-0000354-LIC,"Healing Design, LLC","Healing Design, LLC",Long Beach,Los Angeles,https://weedmaps.com/dispensaries/healing-design-long-beach,https://www.leafly.com/dispensary-info/healing-design,,
C10-0001026-LIC,Healpura LLC [Equity Retailer],Cookies Brentwood [Equity Retailer],Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/cookies-brentwood-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/cookies-brentwood-equity-retailer,,
C10-0000526-LIC,"Healthy Herbal Care, Inc.",HHC,Van Nuys,Los Angeles,https://weedmaps.com/dispensaries/hhc-van-nuys,https://www.leafly.com/dispensary-info/hhc,,
C10-0000712-LIC,"Herbal Pain Relief Center, Inc.",,Mission Hills,Los Angeles,https://weedmaps.com/dispensaries/herbal-pain-relief-center-mission-hills,https://www.leafly.com/dispensary-info/herbal-pain-relief-center,,
C10-0000252-LIC,"Herbal Remedies Caregivers, Inc.","Herbal Remedies Caregivers, Inc.",Sylmar,Los Angeles,https://weedmaps.com/dispensaries/herbal-remedies-caregivers-sylmar,https://www.leafly.com/dispensary-info/herbal-remedies-caregivers,,
C10-0000476-LIC,"Herbal Solutions Southern California, Inc.",Evolv,Lomita,Los Angeles,https://weedmaps.com/dispensaries/evolv-lomita,https://www.leafly.com/dispensary-info/evolv,,
C10-0001146-LIC,Hezekiah Incorporated,Jungle Boys Los Angeles,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/jungle-boys-los-angeles-los-angeles,https://www.leafly.com/dispensary-info/jungle-boys-los-angeles,,
C10-0000806-LIC,Hierba LLC [Equity Retailer],Hierba [Equity Retailer],Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/hierba-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/hierba-equity-retailer,,
C10-0001335-LIC,High Haven LLC [Equity Retailer],STIIIZY INGLEWOOD [Equity Retailer],Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/stiiizy-inglewood-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/stiiizy-inglewood-equity-retailer,,
C10-0000917-LIC,High Note Beat Inc,HIGH NOTE LAX,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/high-note-lax-los-angeles,https://www.leafly.com/dispensary-info/high-note-lax,,
C10-0001291-LIC,"High-Land Cannabis, LLC [Equity Retailer]","High-Land Cannabis, LLC [Equity Retailer]",Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/highland-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/highland-equity-retailer,,
C10-0000496-LIC,"Highland Park Patient Collective, Inc.","HIGHLAND PARK PATIENT COLLECTIVE, INC.",Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/highland-park-patient-los-angeles,https://www.leafly.com/dispensary-info/highland-park-patient,,
C10-0000938-LIC,Highway Caregivers Inc,Highway DTLA,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/highway-dtla-los-angeles,https://www.leafly.com/dispensary-info/highway-dtla,,
C10-0001360-LIC,Hills And Valleys LLC [Equity Retailer],Hills and Valleys LLC [Equity Retailer],Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/hills-and-valleys-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/hills-and-valleys-equity-retailer,,
C10-0000566-LIC,Holistic Alternative Herbal Medicine,Leaf and Lion,Long Beach,Los Angeles,https://weedmaps.com/dispensaries/leaf-and-lion-long-beach,https://www.leafly.com/dispensary-info/leaf-and-lion,,
C10-0001628-LIC,Hong Kong LLC [Equity Retailer],[Equity Retailer],Reseda,Los Angeles,https://weedmaps.com/dispensaries/equity-retailer-reseda,https://www.leafly.com/dispensary-info/equity-retailer,,
C10-0001487-LIC,Hovhan Vahan,KUSH KORNER II,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/kush-korner-ii-los-angeles,https://www.leafly.com/dispensary-info/kush-korner-ii,,
C10-0000406-LIC,"Huntington Patients' Association, Inc.",The Marathon Collective,Canoga Park,Los Angeles,https://weedmaps.com/dispensaries/the-marathon-canoga-park,https://www.leafly.com/dispensary-info/the-marathon,,
C10-0001313-LIC,Hwood California LLC [Equity Retailer],Trees Hollywood [Equity Retailer],Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/trees-hollywood-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/trees-hollywood-equity-retailer,,
C10-0000592-LIC,Hyperion Healing LLC,Wheelhouse Venice,Venice,Los Angeles,https://weedmaps.com/dispensaries/wheelhouse-venice-venice,https://www.leafly.com/dispensary-info/wheelhouse-venice,,
C10-0001299-LIC,"Imperia Holdings, LLC [Equity Retailer]",Backpackboyz Hollywood [Equity Retailer],Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/backpackboyz-hollywood-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/backpackboyz-hollywood-equity-retailer,,
C10-0000787-LIC,"Integral Associates Dena, LLC",RISE Pasadena,Pasadena,Los Angeles,https://weedmaps.com/dispensaries/rise-pasadena-pasadena,https://www.leafly.com/dispensary-info/rise-pasadena,,
C10-0001625-LIC,Irie Vibes Inc. [Equity Retailer],GreenSTOP [Equity Retailer],Wilmington,Los Angeles,https://weedmaps.com/dispensaries/greenstop-equity-retailer-wilmington,https://www.leafly.com/dispensary-info/greenstop-equity-retailer,,
C10-0000346-LIC,"Ironworks Collective, Inc.",STIIIZY DTLA,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/stiiizy-dtla-los-angeles,https://www.leafly.com/dispensary-info/stiiizy-dtla,,
C10-0001017-LIC,"J&P Consulting, LLC",THE WOODS WEHO,W Hollywood,Los Angeles,https://weedmaps.com/dispensaries/the-woods-weho-w-hollywood,https://www.leafly.com/dispensary-info/the-woods-weho,,
C10-0000645-LIC,"Joint Forces, LLC",,Bellflower,Los Angeles,https://weedmaps.com/dispensaries/joint-forces-bellflower,https://www.leafly.com/dispensary-info/joint-forces,,
C10-0001454-LIC,Jr Artesia LLC,Jaderoom Artesia,Artesia,Los Angeles,https://weedmaps.com/dispensaries/jaderoom-artesia-artesia,https://www.leafly.com/dispensary-info/jaderoom-artesia,,
C10-0001462-LIC,Js Reserve [Equity Retailer],Nela Rd [Equity Retailer],Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/nela-rd-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/nela-rd-equity-retailer,,
C10-0001018-LIC,Js Reserve [Equity Retailer],NELA RD. [Equity Retailer],Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/nela-rd-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/nela-rd-equity-retailer,,
C10-0000107-LIC,"Kb Collective For Compassion And Care, Inc.",The Kind Center,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/the-kind-center-los-angeles,https://www.leafly.com/dispensary-info/the-kind-center,,
C10-0001216-LIC,Kindly Labs LLC [Equity Retailer],Kindly [Equity Retailer],N Hollywood,Los Angeles,https://weedmaps.com/dispensaries/kindly-equity-retailer-n-hollywood,https://www.leafly.com/dispensary-info/kindly-equity-retailer,,
C10-0001341-LIC,Kings Krop LLC [Equity Retailer],TBD [Equity Retailer],Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/tbd-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/tbd-equity-retailer,,
C10-0001318-LIC,Kja Granada Hills LLC [Equity Retailer],Elevate Granada Hills [Equity Retailer],Granada Hills,Los Angeles,https://weedmaps.com/dispensaries/elevate-granada-hills-equity-retailer-granada-hills,https://www.leafly.com/dispensary-info/elevate-granada-hills-equity-retailer,,
C10-0000882-LIC,Klein And Woods,KLEIN AND WOODS,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/klein-and-woods-los-angeles,https://www.leafly.com/dispensary-info/klein-and-woods,,
C10-0001222-LIC,"Kore Retail Group, LLC [Equity Retailer]",Traditional [Equity Retailer],Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/traditional-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/traditional-equity-retailer,,
C10-0000093-LIC,"Kush Alley, Inc., A California Corporation","KUSH ALLEY, INC., A CALIFORNIA CORPORATION",North Hills,Los Angeles,https://weedmaps.com/dispensaries/kush-alley-a-california-oration-north-hills,https://www.leafly.com/dispensary-info/kush-alley-a-california-oration,,
C10-0000367-LIC,Kush Valley Collective,Originals Factory,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/originals-factory-los-angeles,https://www.leafly.com/dispensary-info/originals-factory,,
C10-0000505-LIC,Kushism Inc. [Equity Retailer],,Van Nuys,Los Angeles,https://weedmaps.com/dispensaries/kushism-equity-retailer-van-nuys,https://www.leafly.com/dispensary-info/kushism-equity-retailer,,
C10-0000390-LIC,"L.B. Collective, Inc.","L.B. COLLECTIVE, INC.",Long Beach,Los Angeles,https://weedmaps.com/dispensaries/lb-long-beach,https://www.leafly.com/dispensary-info/lb,,
C10-0001253-LIC,La Brea Connection LLC [Equity Retailer],Benzeen Co. [Equity Retailer],Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/benzeen-co-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/benzeen-co-equity-retailer,,
C10-0000942-LIC,La Erudite Ventures [Equity Retailer],Ohana Cannabis [Equity Retailer],Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/ohana-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/ohana-equity-retailer,,
C10-0001308-LIC,La Flora Organica [Equity Retailer],STREET KINGS [Equity Retailer],Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/street-kings-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/street-kings-equity-retailer,,
C10-0001311-LIC,"La Greenplanet, LLC [Equity Retailer]",Hollywood Walk of Weed [Equity Retailer],Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/hollywood-walk-of-weed-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/hollywood-walk-of-weed-equity-retailer,,
C10-0000450-LIC,La Organic Pharmacy Inc,LA ORGANIC PHARMACY INC,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/la-organic-pharmacy-los-angeles,https://www.leafly.com/dispensary-info/la-organic-pharmacy,,
C10-0000131-LIC,"La Wonderland Caregivers, Inc.",Wonderland,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/wonderland-los-angeles,https://www.leafly.com/dispensary-info/wonderland,,
C10-0000625-LIC,"Lahc, Inc.",ZZFLUX DTLA,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/zzflux-dtla-los-angeles,https://www.leafly.com/dispensary-info/zzflux-dtla,,
C10-0001268-LIC,Lamarr House LLC [Equity Retailer],House of Trees [Equity Retailer],Woodland HLS,Los Angeles,https://weedmaps.com/dispensaries/house-of-trees-equity-retailer-woodland-hls,https://www.leafly.com/dispensary-info/house-of-trees-equity-retailer,,
C10-0000141-LIC,"Lax Cc, Inc.",LAX CANNABIS CLUB,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/lax-club-los-angeles,https://www.leafly.com/dispensary-info/lax-club,,
C10-0001123-LIC,Libra Crenshaw LLC [Equity Retailer],Libra Cannabis Co [Equity Retailer],Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/libra-co-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/libra-co-equity-retailer,,
C10-0000571-LIC,"Lizbor, Inc.",WHTC,Studio City,Los Angeles,https://weedmaps.com/dispensaries/whtc-studio-city,https://www.leafly.com/dispensary-info/whtc,,
C10-0000398-LIC,Long Beach Wellness Center,LONG BEACH WELLNESS CENTER,Long Beach,Los Angeles,https://weedmaps.com/dispensaries/long-beach-center-long-beach,https://www.leafly.com/dispensary-info/long-beach-center,,
C10-0000391-LIC,"Los Angeles Farmers, Inc.","Los Angeles Farmers, Inc.",Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/los-angeles-farmers-los-angeles,https://www.leafly.com/dispensary-info/los-angeles-farmers,,
C10-0000383-LIC,Los Angeles Wellness Center,Erba Markets,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/erba-markets-los-angeles,https://www.leafly.com/dispensary-info/erba-markets,,
C10-0000878-LIC,Macapa Inc. [Equity Retailer],FOREIGN [Equity Retailer],Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/foreign-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/foreign-equity-retailer,,
C10-0001127-LIC,Mainstay Goods Inc.,SPACE FLYT,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/space-flyt-los-angeles,https://www.leafly.com/dispensary-info/space-flyt,,
C10-0000018-LIC,"Malibu Community Collective, Inc.","MALIBU COMMUNITY COLLECTIVE, INC.",Malibu,Los Angeles,https://weedmaps.com/dispensaries/malibu-community-malibu,https://www.leafly.com/dispensary-info/malibu-community,,
C10-0000460-LIC,"Marina Caregivers, Inc.",Highway Cannabis CO.,Marina DL Rey,Los Angeles,https://weedmaps.com/dispensaries/highway-co-marina-dl-rey,https://www.leafly.com/dispensary-info/highway-co,,
C10-0000082-LIC,Maywood Green Solutions LLC,Haven Cannabis Marijuana and Weed Dispensary - Maywood,Maywood,Los Angeles,https://weedmaps.com/dispensaries/haven-marijuana-and-weed-maywood-maywood,https://www.leafly.com/dispensary-info/haven-marijuana-and-weed-maywood,,
C10-0001008-LIC,Mds Retail,Bread Farms,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/bread-farms-los-angeles,https://www.leafly.com/dispensary-info/bread-farms,,
C10-0001310-LIC,Mecca Hospitality Group LLC [Equity Retailer],Mecca Hospitality Group LLC [Equity Retailer],Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/mecca-hospitality-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/mecca-hospitality-equity-retailer,,
C10-0000160-LIC,Medical Caregivers Company,,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/medical-caregivers-company-los-angeles,https://www.leafly.com/dispensary-info/medical-caregivers-company,,
C10-0001055-LIC,Minutecure,MINUTECURE,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/minutecure-los-angeles,https://www.leafly.com/dispensary-info/minutecure,,
C10-0001110-LIC,"Miracle Leaf, LLC [Equity Retailer]",Elevate South Los Angeles [Equity Retailer],Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/elevate-south-los-angeles-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/elevate-south-los-angeles-equity-retailer,,
C10-0000085-LIC,"Mission Hills Patients Collective, Inc.","Mission Hills Patients Collective, Inc.",Reseda,Los Angeles,https://weedmaps.com/dispensaries/mission-hills-patients-reseda,https://www.leafly.com/dispensary-info/mission-hills-patients,,
C10-0000510-LIC,"Mmd, Inc.",,Hollywood,Los Angeles,https://weedmaps.com/dispensaries/mmd-hollywood,https://www.leafly.com/dispensary-info/mmd,,
C10-0000247-LIC,"Modern Buds, LLC",The Syndicate Long Beach,Long Beach,Los Angeles,https://weedmaps.com/dispensaries/the-syndicate-long-beach-long-beach,https://www.leafly.com/dispensary-info/the-syndicate-long-beach,,
C10-0001527-LIC,Mojave Fields,The Cure Company Pico,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/the-cure-company-pico-los-angeles,https://www.leafly.com/dispensary-info/the-cure-company-pico,,
C10-0001049-LIC,Mom Weho LLC,MOM WEHO LLC,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/mom-weho-los-angeles,https://www.leafly.com/dispensary-info/mom-weho,,
C10-0001658-LIC,Mount High Retailer,TBD - Will Add Later,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/tbd-will-add-later-los-angeles,https://www.leafly.com/dispensary-info/tbd-will-add-later,,
C10-0001660-LIC,Mr. Nice Guy Bell Gardens LLC,Mr. Nice Guy,Bell Gardens,Los Angeles,https://weedmaps.com/dispensaries/mr-nice-guy-bell-gardens,https://www.leafly.com/dispensary-info/mr-nice-guy,,
C10-0001463-LIC,My420 LLC [Equity Retailer],My420 [Equity Retailer],Winnetka,Los Angeles,https://weedmaps.com/dispensaries/my420-equity-retailer-winnetka,https://www.leafly.com/dispensary-info/my420-equity-retailer,,
C10-0000342-LIC,"Natural Aid Pharmacy, A Cooperative Corporation [Equity Retailer]","Natural Aid Pharmacy, A Cooperative Corporation [Equity Retailer]",Sunland,Los Angeles,https://weedmaps.com/dispensaries/natural-aid-pharmacy-a-cooperative-oration-equity-retailer-sunland,https://www.leafly.com/dispensary-info/natural-aid-pharmacy-a-cooperative-oration-equity-retailer,,
C10-0000424-LIC,Natural Remedies Caregivers,,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/natural-remedies-caregivers-los-angeles,https://www.leafly.com/dispensary-info/natural-remedies-caregivers,,
C10-0000498-LIC,Nature's Cure Inc.,MedMen LAX,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/medmen-lax-los-angeles,https://www.leafly.com/dispensary-info/medmen-lax,,
C10-0001151-LIC,Nature's Natural Inc,Erba Culver City,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/erba-culver-city-los-angeles,https://www.leafly.com/dispensary-info/erba-culver-city,,
C10-0001023-LIC,"Nature's Story, LLC","NATURE'S STORY, LLC",Woodland HLS,Los Angeles,https://weedmaps.com/dispensaries/natures-story-woodland-hls,https://www.leafly.com/dispensary-info/natures-story,,
C10-0000518-LIC,"New Apothecary, Inc.",Apothecary 420,Sherman Oaks,Los Angeles,https://weedmaps.com/dispensaries/apothecary-420-sherman-oaks,https://www.leafly.com/dispensary-info/apothecary-420,,
C10-0001218-LIC,Newcorp Acquisition LLC. [Equity Retailer],THE OUNCE [Equity Retailer],N Hollywood,Los Angeles,https://weedmaps.com/dispensaries/the-ounce-equity-retailer-n-hollywood,https://www.leafly.com/dispensary-info/the-ounce-equity-retailer,,
C10-0000173-LIC,Nhs Collective,MMD of Long Beach,Long Beach,Los Angeles,https://weedmaps.com/dispensaries/mmd-of-long-beach-long-beach,https://www.leafly.com/dispensary-info/mmd-of-long-beach,,
C10-0001384-LIC,"Nibble This - El Monte, LLC",The Cake House El Monte,El Monte,Los Angeles,https://weedmaps.com/dispensaries/the-cake-house-el-monte-el-monte,https://www.leafly.com/dispensary-info/the-cake-house-el-monte,,
C10-0000211-LIC,Nice Dreams Inc.,Green City Collective,Playa Del Rey,Los Angeles,https://weedmaps.com/dispensaries/green-city-playa-del-rey,https://www.leafly.com/dispensary-info/green-city,,
C10-0001471-LIC,Nicholas Pringle [Equity Retailer],Off the Charts [Equity Retailer],Sylmar,Los Angeles,https://weedmaps.com/dispensaries/off-the-charts-equity-retailer-sylmar,https://www.leafly.com/dispensary-info/off-the-charts-equity-retailer,,
C10-0001133-LIC,"Nlb Collective, Inc",Haven Cannabis Marijuana and Weed Dispensary - Lakewood,Long Beach,Los Angeles,https://weedmaps.com/dispensaries/haven-marijuana-and-weed-lakewood-long-beach,https://www.leafly.com/dispensary-info/haven-marijuana-and-weed-lakewood,,
C10-0000732-LIC,"Nmg Long Beach, LLC",BAM BODY AND MIND,Long Beach,Los Angeles,https://weedmaps.com/dispensaries/bam-body-and-mind-long-beach,https://www.leafly.com/dispensary-info/bam-body-and-mind,,
C10-0001288-LIC,Noa Poppy LLC [Equity Retailer],ZZFLUX MID-CITY [Equity Retailer],Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/zzflux-midcity-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/zzflux-midcity-equity-retailer,,
C10-0001623-LIC,Noho Retailer LLC,ZAZA EXPRESS,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/zaza-express-los-angeles,https://www.leafly.com/dispensary-info/zaza-express,,
C10-0000808-LIC,North Hills Society LLC [Equity Retailer],KANNALUV [Equity Retailer],North Hills,Los Angeles,https://weedmaps.com/dispensaries/kannaluv-equity-retailer-north-hills,https://www.leafly.com/dispensary-info/kannaluv-equity-retailer,,
C10-0000061-LIC,"North Hollywood Compassionate Caregivers, Inc.",,N Hollywood,Los Angeles,https://weedmaps.com/dispensaries/north-hollywood-compassionate-caregivers-n-hollywood,https://www.leafly.com/dispensary-info/north-hollywood-compassionate-caregivers,,
C10-0000897-LIC,"Nova Grow Labs, LLC [Equity Retailer]",The Chronic [Equity Retailer],Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/the-chronic-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/the-chronic-equity-retailer,,
C10-0000945-LIC,"Oak Grove Group, LLC",Weed Shop,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/weed-shop-los-angeles,https://www.leafly.com/dispensary-info/weed-shop,,
C10-0001540-LIC,Olimpya LLC,Olimpya,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/olimpya-los-angeles,https://www.leafly.com/dispensary-info/olimpya,,
C10-0000054-LIC,"Onesra Enterprises, Inc.","Euphoric Caregivers, Prop- 215",Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/euphoric-caregivers-prop-215-los-angeles,https://www.leafly.com/dispensary-info/euphoric-caregivers-prop-215,,
C10-0001113-LIC,Optilief LLC,Cookies Highland Park,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/cookies-highland-park-los-angeles,https://www.leafly.com/dispensary-info/cookies-highland-park,,
C10-0000297-LIC,"Organic Century Farmacy, Inc.","ORGANIC CENTURY FARMACY, INC.",Valley VLG,Los Angeles,https://weedmaps.com/dispensaries/organic-century-farmacy-valley-vlg,https://www.leafly.com/dispensary-info/organic-century-farmacy,,
C10-0000049-LIC,"Organic Green Treatment Center, LLC",LA CANNABIS CO EST 2007,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/la-co-est-2007-los-angeles,https://www.leafly.com/dispensary-info/la-co-est-2007,,
C10-0001467-LIC,Otc Artesia LLC,Off the Charts,Artesia,Los Angeles,https://weedmaps.com/dispensaries/off-the-charts-artesia,https://www.leafly.com/dispensary-info/off-the-charts,,
C10-0001598-LIC,Otc Bell Gardens LLC,Off the Charts,Bell Gardens,Los Angeles,https://weedmaps.com/dispensaries/off-the-charts-bell-gardens,https://www.leafly.com/dispensary-info/off-the-charts,,
C10-0001037-LIC,Otc Van Nuys,Off the Charts,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/off-the-charts-los-angeles,https://www.leafly.com/dispensary-info/off-the-charts,,
C10-0000292-LIC,"Ovest, LLC",Los Angeles Patients and Caregivers Group,W Hollywood,Los Angeles,https://weedmaps.com/dispensaries/los-angeles-patients-and-caregivers-w-hollywood,https://www.leafly.com/dispensary-info/los-angeles-patients-and-caregivers,,
C10-0001477-LIC,"P 22 Co, LLC",Brentwood Greens,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/brentwood-greens-los-angeles,https://www.leafly.com/dispensary-info/brentwood-greens,,
C10-0001353-LIC,"Pac Wellness, LLC [Equity Retailer]","PAC WELLNESS, LLC [Equity Retailer]",Sherman Oaks,Los Angeles,https://weedmaps.com/dispensaries/pac-equity-retailer-sherman-oaks,https://www.leafly.com/dispensary-info/pac-equity-retailer,,
C10-0000867-LIC,"Palladium Alliance, LLC",S.W.E.D.A. Snoop Dogg Store,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/sweda-snoop-dogg-store-los-angeles,https://www.leafly.com/dispensary-info/sweda-snoop-dogg-store,,
C10-0000909-LIC,Passion Blvd LLC [Equity Retailer],iLyfted Panorama City [Equity Retailer],Arleta,Los Angeles,https://weedmaps.com/dispensaries/ilyfted-panorama-city-equity-retailer-arleta,https://www.leafly.com/dispensary-info/ilyfted-panorama-city-equity-retailer,,
C10-0000334-LIC,"Patients And Caregivers Los Angeles, Inc.",PAC LA,North Hollywood,Los Angeles,https://weedmaps.com/dispensaries/pac-la-north-hollywood,https://www.leafly.com/dispensary-info/pac-la,,
C10-0000597-LIC,Patients Corp.,Foothill Wellness Center,Tujunga,Los Angeles,https://weedmaps.com/dispensaries/foothill-center-tujunga,https://www.leafly.com/dispensary-info/foothill-center,,
C10-0001524-LIC,Pauwels LLC [Equity Retailer],Pauwels Cannabis [Equity Retailer],Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/pauwels-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/pauwels-equity-retailer,,
C10-0001039-LIC,"Pdlp Jv, LLC","PDLP JV, LLC",W Hollywood,Los Angeles,https://weedmaps.com/dispensaries/pdlp-jv-w-hollywood,https://www.leafly.com/dispensary-info/pdlp-jv,,
C10-0001583-LIC,Peace And Joy LLC [Equity Retailer],Tree House [Equity Retailer],Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/tree-house-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/tree-house-equity-retailer,,
C10-0001286-LIC,Peace And Love LLC [Equity Retailer],Peace and love LLC [Equity Retailer],Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/peace-and-love-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/peace-and-love-equity-retailer,,
C10-0000616-LIC,"Peace Of Green, Inc.",,Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/peace-of-green-los-angeles,https://www.leafly.com/dispensary-info/peace-of-green,,
C10-0000362-LIC,"Perennial Holistic Wellness Center, Inc.",Sweet Flower Studio City,Studio City,Los Angeles,https://weedmaps.com/dispensaries/sweet-flower-studio-city-studio-city,https://www.leafly.com/dispensary-info/sweet-flower-studio-city,,
C10-0001452-LIC,Perfect Prime 9 LLC,PERFECT PRIME 9 LLC,Lynwood,Los Angeles,https://weedmaps.com/dispensaries/perfect-prime-9-lynwood,https://www.leafly.com/dispensary-info/perfect-prime-9,,
C10-0001334-LIC,Peter Alfaro Holding Company LLC [Equity Retailer],HOOVER HOUSE [Equity Retailer],Los Angeles,Los Angeles,https://weedmaps.com/dispensaries/hoover-house-equity-retailer-los-angeles,https://www.leafly.com/dispensary-info/hoover-house-equity-retailer,,
