license_number,business_name,dba_name,city,county,weedmaps_url,leafly_url,verified_url,menu_provider
C10-0000295-LIC,21227 Foothill LLC,Garden of Eden,Hayward,Alameda,https://weedmaps.com/dispensaries/garden-of-eden-hayward,https://www.leafly.com/dispensary-info/garden-of-eden,,
C10-0001192-LIC,"Alameda Nug Shop, Inc.",NUG Alameda,Alameda,Alameda,https://weedmaps.com/dispensaries/nug-alameda-alameda,https://www.leafly.com/dispensary-info/nug-alameda,,
C10-0000774-LIC,Alameda Patients Group LLC,Embarc Alameda,Alameda,Alameda,https://weedmaps.com/dispensaries/embarc-alameda-alameda,https://www.leafly.com/dispensary-info/embarc-alameda,,
C10-0001238-LIC,Authentic 510 LLC [Equity Retailer],AUTHENTIC 510 LLC [Equity Retailer],Oakland,Alameda,https://weedmaps.com/dispensaries/authentic-510-equity-retailer-oakland,https://www.leafly.com/dispensary-info/authentic-510-equity-retailer,,
C10-0000033-LIC,"Berkeley Patients Group, Inc.",BPG,Berkeley,Alameda,https://weedmaps.com/dispensaries/bpg-berkeley,https://www.leafly.com/dispensary-info/bpg,,
C10-0000738-LIC,"Bthhm Berkeley, LLC",The Apothecarium,Berkeley,Alameda,https://weedmaps.com/dispensaries/the-apothecarium-berkeley,https://www.leafly.com/dispensary-info/the-apothecarium,,
C10-0001243-LIC,Cabana Concepts LLC,URBANA OAKLAND,Oakland,Alameda,https://weedmaps.com/dispensaries/urbana-oakland-oakland,https://www.leafly.com/dispensary-info/urbana-oakland,,
C10-0001645-LIC,Dswc Ii Inc,"NUG Express, Lil NUG",San Leandro,Alameda,https://weedmaps.com/dispensaries/nug-express-lil-nug-san-leandro,https://www.leafly.com/dispensary-info/nug-express-lil-nug,,
C10-0000479-LIC,"Dswc, Inc.",NUG Wellness,San Leandro,Alameda,https://weedmaps.com/dispensaries/nug-san-leandro,https://www.leafly.com/dispensary-info/nug,,
C10-0001323-LIC,E7 Oakland LLC,E7 OAKLAND LLC,Oakland,Alameda,https://weedmaps.com/dispensaries/e7-oakland-oakland,https://www.leafly.com/dispensary-info/e7-oakland,,
C10-0000789-LIC,East Bay Therapeutics,Ohana Cannabis,Emeryville,Alameda,https://weedmaps.com/dispensaries/ohana-emeryville,https://www.leafly.com/dispensary-info/ohana,,
C10-0000824-LIC,"Flor East Bay, LLC",Flor,Union City,Alameda,https://weedmaps.com/dispensaries/flor-union-city,https://www.leafly.com/dispensary-info/flor,,
C10-0000215-LIC,"Glassrock, Inc.","GLASSROCK, INC.",Oakland,Alameda,https://weedmaps.com/dispensaries/glassrock-oakland,https://www.leafly.com/dispensary-info/glassrock,,
C10-0000743-LIC,"Hayward Station, LLC",Cookies Hayward,Hayward,Alameda,https://weedmaps.com/dispensaries/cookies-hayward-hayward,https://www.leafly.com/dispensary-info/cookies-hayward,,
C10-0001083-LIC,Highlands Dispensary LLC,HIGHLANDS DISPENSARY,Livermore,Alameda,https://weedmaps.com/dispensaries/highlands-livermore,https://www.leafly.com/dispensary-info/highlands,,
C10-0000506-LIC,Icann LLC,Farmacy Berkeley,Berkeley,Alameda,https://weedmaps.com/dispensaries/farmacy-berkeley-berkeley,https://www.leafly.com/dispensary-info/farmacy-berkeley,,
C10-0001108-LIC,Jiva Hwd LLC,JIVA HWD LLC,Hayward,Alameda,https://weedmaps.com/dispensaries/jiva-hwd-hayward,https://www.leafly.com/dispensary-info/jiva-hwd,,
C10-0001001-LIC,Jiva Uc LLC,Lemonnade Union City,Union City,Alameda,https://weedmaps.com/dispensaries/lemonnade-union-city-union-city,https://www.leafly.com/dispensary-info/lemonnade-union-city,,
C10-0000419-LIC,"Kanna, Inc.","KANNA, INC.",Oakland,Alameda,https://weedmaps.com/dispensaries/kanna-oakland,https://www.leafly.com/dispensary-info/kanna,,
C10-0000933-LIC,Lake Merritt Equity LLC [Equity Retailer],Rose Mary Jane [Equity Retailer],Oakland,Alameda,https://weedmaps.com/dispensaries/rose-mary-jane-equity-retailer-oakland,https://www.leafly.com/dispensary-info/rose-mary-jane-equity-retailer,,
C10-0000623-LIC,Main Street Supply,MAIN STREET SUPPLY,Alameda,Alameda,https://weedmaps.com/dispensaries/main-street-supply-alameda,https://www.leafly.com/dispensary-info/main-street-supply,,
C10-0000965-LIC,Oakland Trading Company LLC [Equity Retailer],Oakanna [Equity Retailer],Oakland,Alameda,https://weedmaps.com/dispensaries/oakanna-equity-retailer-oakland,https://www.leafly.com/dispensary-info/oakanna-equity-retailer,,
C10-0000369-LIC,Oaklyfe LLC [Equity Retailer],NUG [Equity Retailer],Oakland,Alameda,https://weedmaps.com/dispensaries/nug-equity-retailer-oakland,https://www.leafly.com/dispensary-info/nug-equity-retailer,,
C10-0001484-LIC,Ohana Growers,Ohana Cannabis,Oakland,Alameda,https://weedmaps.com/dispensaries/ohana-oakland,https://www.leafly.com/dispensary-info/ohana,,
C10-0001079-LIC,Park Social Inc,Park Social,Alameda,Alameda,https://weedmaps.com/dispensaries/park-social-alameda,https://www.leafly.com/dispensary-info/park-social,,
C10-0000798-LIC,Parkway Theater Inc.,Ivy Hill,Oakland,Alameda,https://weedmaps.com/dispensaries/ivy-hill-oakland,https://www.leafly.com/dispensary-info/ivy-hill,,
C10-0000463-LIC,Patients Mutual Assistance Collective Corporation,Harborside,Oakland,Alameda,https://weedmaps.com/dispensaries/harborside-oakland,https://www.leafly.com/dispensary-info/harborside,,
C10-0000681-LIC,San Leandro Wellness Solutions Inc.,Harborside,San Leandro,Alameda,https://weedmaps.com/dispensaries/harborside-san-leandro,https://www.leafly.com/dispensary-info/harborside,,
C10-0000306-LIC,"We Are Hemp, LLC","We Are Hemp, LLC",Hayward,Alameda,https://weedmaps.com/dispensaries/we-are-hemp-hayward,https://www.leafly.com/dispensary-info/we-are-hemp,,
C10-0001382-LIC,"Chico Flagship, LLC",Oregrown,Chico,Butte,https://weedmaps.com/dispensaries/oregrown-chico,https://www.leafly.com/dispensary-info/oregrown,,
C10-0001236-LIC,Responsible And Compliant Retail Chico LLC,EMBARC CHICO,Chico,Butte,https://weedmaps.com/dispensaries/embarc-chico-chico,https://www.leafly.com/dispensary-info/embarc-chico,,
C10-0001203-LIC,"Sweet Flower Chico, LLC",,Chico,Butte,https://weedmaps.com/dispensaries/sweet-flower-chico-chico,https://www.leafly.com/dispensary-info/sweet-flower-chico,,
C10-0000007-LIC,"Blue Mountain Collective, Inc.","BLUE MOUNTAIN COLLECTIVE, INC.",San Andreas,Calaveras,https://weedmaps.com/dispensaries/blue-mountain-san-andreas,https://www.leafly.com/dispensary-info/blue-mountain,,
C10-0000561-LIC,"Calaveras Naturals, Inc.",Calaveras Little Trees,Arnold,Calaveras,https://weedmaps.com/dispensaries/calaveras-little-trees-arnold,https://www.leafly.com/dispensary-info/calaveras-little-trees,,
C10-0000375-LIC,"Green Gold Cultivators, Inc.",Green Gold Cultivators,San Andreas,Calaveras,https://weedmaps.com/dispensaries/green-gold-cultivators-san-andreas,https://www.leafly.com/dispensary-info/green-gold-cultivators,,
C10-0000739-LIC,Pure Aloha,,Douglas Flat,Calaveras,https://weedmaps.com/dispensaries/pure-aloha-douglas-flat,https://www.leafly.com/dispensary-info/pure-aloha,,
C10-0000763-LIC,"7 Stars Holistic Foundation, Inc.",7 Stars Holistic Healing Center,Richmond,Contra Costa,https://weedmaps.com/dispensaries/7-stars-holistic-healing-center-richmond,https://www.leafly.com/dispensary-info/7-stars-holistic-healing-center,,
C10-0001249-LIC,Ant Green LLC,Ant Green LLC,Antioch,Contra Costa,https://weedmaps.com/dispensaries/ant-green-antioch,https://www.leafly.com/dispensary-info/ant-green,,
C10-0001201-LIC,Authentic Concord LLC,TBD,Concord,Contra Costa,https://weedmaps.com/dispensaries/tbd-concord,https://www.leafly.com/dispensary-info/tbd,,
C10-0001085-LIC,Authentic El Cerrito LLC,AUTHENTIC EL CERRITO LLC,El Cerrito,Contra Costa,https://weedmaps.com/dispensaries/authentic-el-cerrito-el-cerrito,https://www.leafly.com/dispensary-info/authentic-el-cerrito,,
C10-0001564-LIC,"Bakery Antioch I, LLC",Flame,Antioch,Contra Costa,https://weedmaps.com/dispensaries/flame-antioch,https://www.leafly.com/dispensary-info/flame,,
C10-0001618-LIC,Catalyst - Antioch LLC,Catalyst - Antioch,Antioch,Contra Costa,https://weedmaps.com/dispensaries/catalyst-antioch-antioch,https://www.leafly.com/dispensary-info/catalyst-antioch,,
C10-0001027-LIC,"Coastal Retail Concord, LLC",Coastal,Concord,Contra Costa,https://weedmaps.com/dispensaries/coastal-concord,https://www.leafly.com/dispensary-info/coastal,,
C10-0001300-LIC,Culture Club Corporate Enterprise,Culture Cannabis Club,Concord,Contra Costa,https://weedmaps.com/dispensaries/culture-club-concord,https://www.leafly.com/dispensary-info/culture-club,,
C10-0000649-LIC,Delta Dispensary Inc,DELTA DISPENSARY INC,Antioch,Contra Costa,https://weedmaps.com/dispensaries/delta-antioch,https://www.leafly.com/dispensary-info/delta,,
C10-0000846-LIC,Ecwc Partners Inc,NUG,El Cerrito,Contra Costa,https://weedmaps.com/dispensaries/nug-el-cerrito,https://www.leafly.com/dispensary-info/nug,,
C10-0000786-LIC,Embarc Martinez LLC,Embarc Martinez,Martinez,Contra Costa,https://weedmaps.com/dispensaries/embarc-martinez-martinez,https://www.leafly.com/dispensary-info/embarc-martinez,,
C10-0000667-LIC,Firefly Health Corporation,Velvet Cannabis,Martinez,Contra Costa,https://weedmaps.com/dispensaries/velvet-martinez,https://www.leafly.com/dispensary-info/velvet,,
C10-0001531-LIC,"Flavors Of Antioch, LLC",Flavors of Antioch,Antioch,Contra Costa,https://weedmaps.com/dispensaries/flavors-of-antioch-antioch,https://www.leafly.com/dispensary-info/flavors-of-antioch,,
C10-0000377-LIC,"Hilltop Community Partners, LLC",Green Remedy,Richmond,Contra Costa,https://weedmaps.com/dispensaries/green-remedy-richmond,https://www.leafly.com/dispensary-info/green-remedy,,
C10-0000185-LIC,"Holistic Healing Collective, Inc.",Thurston Law Firm,Richmond,Contra Costa,https://weedmaps.com/dispensaries/thurston-law-firm-richmond,https://www.leafly.com/dispensary-info/thurston-law-firm,,
C10-0001504-LIC,Otc Antioch LLC,,Antioch,Contra Costa,https://weedmaps.com/dispensaries/otc-antioch-antioch,https://www.leafly.com/dispensary-info/otc-antioch,,
C10-0000889-LIC,Sgi Pacheco LLC,STIIIZY PACHECO,Pacheco,Contra Costa,https://weedmaps.com/dispensaries/stiiizy-pacheco-pacheco,https://www.leafly.com/dispensary-info/stiiizy-pacheco,,
C10-0001377-LIC,The Artist Tree V LLC,The Artist Tree,El Sobrante,Contra Costa,https://weedmaps.com/dispensaries/the-artist-tree-el-sobrante,https://www.leafly.com/dispensary-info/the-artist-tree,,
C10-0000648-LIC,"Three Habitat Consulting Antioch, LLC",One Plant Antioch,Antioch,Contra Costa,https://weedmaps.com/dispensaries/one-plant-antioch-antioch,https://www.leafly.com/dispensary-info/one-plant-antioch,,
C10-0000305-LIC,"Three Habitat Consulting, Contra Costa LLC",Urban Soyal,El Sobrante,Contra Costa,https://weedmaps.com/dispensaries/urban-soyal-el-sobrante,https://www.leafly.com/dispensary-info/urban-soyal,,
C10-0000958-LIC,Crescent City Cannabis Company LLC,Crescent City Cannabis Company LLC,Crescent City,Del Norte,https://weedmaps.com/dispensaries/crescent-city-company-crescent-city,https://www.leafly.com/dispensary-info/crescent-city-company,,
C10-0001395-LIC,El Alto Inc,Fuego,Crescent City,Del Norte,https://weedmaps.com/dispensaries/fuego-crescent-city,https://www.leafly.com/dispensary-info/fuego,,
C10-0000781-LIC,Fifth And Green LLC,5TH and Green,Crescent City,Del Norte,https://weedmaps.com/dispensaries/5th-and-green-crescent-city,https://www.leafly.com/dispensary-info/5th-and-green,,
C10-0001610-LIC,Grovys LLC,Grovys,Crescent City,Del Norte,https://weedmaps.com/dispensaries/grovys-crescent-city,https://www.leafly.com/dispensary-info/grovys,,
C10-0001063-LIC,Leo's World LLC,Leo's World,Crescent City,Del Norte,https://weedmaps.com/dispensaries/leos-world-crescent-city,https://www.leafly.com/dispensary-info/leos-world,,
C10-0000992-LIC,"The Flower Shop, LLC [Equity Retailer]","THE FLOWER SHOP, LLC [Equity Retailer]",Crescent City,Del Norte,https://weedmaps.com/dispensaries/the-flower-shop-equity-retailer-crescent-city,https://www.leafly.com/dispensary-info/the-flower-shop-equity-retailer,,
C10-0000679-LIC,7lv Usa Corporation,Foothill Health and Wellness,Shingle SPGS,El Dorado,https://weedmaps.com/dispensaries/foothill-health-and-shingle-spgs,https://www.leafly.com/dispensary-info/foothill-health-and,,
C10-0000100-LIC,All Natural Inc,"All Natural, Inc.",Shingle SPGS,El Dorado,https://weedmaps.com/dispensaries/all-natural-shingle-spgs,https://www.leafly.com/dispensary-info/all-natural,,
C10-0000689-LIC,Bossy And Company Inc. [Equity Retailer],The Kana Company [Equity Retailer],Shingle SPGS,El Dorado,https://weedmaps.com/dispensaries/the-kana-company-equity-retailer-shingle-spgs,https://www.leafly.com/dispensary-info/the-kana-company-equity-retailer,,
C10-0000752-LIC,Ccy Consulting Inc,Chuck's Wellness Center,Placerville,El Dorado,https://weedmaps.com/dispensaries/chucks-center-placerville,https://www.leafly.com/dispensary-info/chucks-center,,
C10-0001398-LIC,Embarc Meyers,Embarc Meyers,S Lake Tahoe,El Dorado,https://weedmaps.com/dispensaries/embarc-meyers-s-lake-tahoe,https://www.leafly.com/dispensary-info/embarc-meyers,,
C10-0000695-LIC,Embarc Tahoe LLC,Embarc Tahoe,South Lake Tahoe,El Dorado,https://weedmaps.com/dispensaries/embarc-tahoe-south-lake-tahoe,https://www.leafly.com/dispensary-info/embarc-tahoe,,
C10-0000715-LIC,Firebreak Associates Inc.,Cannablue,S Lake Tahoe,El Dorado,https://weedmaps.com/dispensaries/cannablue-s-lake-tahoe,https://www.leafly.com/dispensary-info/cannablue,,
C10-0000090-LIC,Ksp99 LLC,Pure Life,Diamond SPGS,El Dorado,https://weedmaps.com/dispensaries/pure-life-diamond-spgs,https://www.leafly.com/dispensary-info/pure-life,,
C10-0000588-LIC,Medical Marijuana Caregivers Association Of El Dorado County,Medical Marijuana Caregivers Association,Cameron Park,El Dorado,https://weedmaps.com/dispensaries/medical-marijuana-caregivers-association-cameron-park,https://www.leafly.com/dispensary-info/medical-marijuana-caregivers-association,,
C10-0000836-LIC,Pvilleca LLC,Sacred Roots,Placerville,El Dorado,https://weedmaps.com/dispensaries/sacred-roots-placerville,https://www.leafly.com/dispensary-info/sacred-roots,,
C10-0000751-LIC,Tahoe Green LLC,TAHOE GREEN LLC,S Lake Tahoe,El Dorado,https://weedmaps.com/dispensaries/tahoe-green-s-lake-tahoe,https://www.leafly.com/dispensary-info/tahoe-green,,
C10-0001101-LIC,"1261 Wishon Opco, LLC",Dr. Greenthumb's Fresno,Fresno,Fresno,https://weedmaps.com/dispensaries/dr-greenthumbs-fresno-fresno,https://www.leafly.com/dispensary-info/dr-greenthumbs-fresno,,
C10-0001442-LIC,1784 Shaw Retail LLC,Embarc,Fresno,Fresno,https://weedmaps.com/dispensaries/embarc-fresno,https://www.leafly.com/dispensary-info/embarc,,
C10-0001105-LIC,"5048 Blackstone Opco, LLC",Cookies Fresno,Fresno,Fresno,https://weedmaps.com/dispensaries/cookies-fresno-fresno,https://www.leafly.com/dispensary-info/cookies-fresno,,
C10-0001587-LIC,Authentic 559 LLC,STIIIZY Ashlan,Fresno,Fresno,https://weedmaps.com/dispensaries/stiiizy-ashlan-fresno,https://www.leafly.com/dispensary-info/stiiizy-ashlan,,
C10-0001305-LIC,Authentic Fresno Willow LLC,TBD,Fresno,Fresno,https://weedmaps.com/dispensaries/tbd-fresno,https://www.leafly.com/dispensary-info/tbd,,
C10-0001490-LIC,Beyond Rooted 559 LLC [Equity Retailer],Beyond Rooted 559 LLC [Equity Retailer],Fresno,Fresno,https://weedmaps.com/dispensaries/beyond-rooted-559-equity-retailer-fresno,https://www.leafly.com/dispensary-info/beyond-rooted-559-equity-retailer,,
C10-0000842-LIC,Coalinga Retail Partners LLC,Coalinga Retail Partners LLC,Coalinga,Fresno,https://weedmaps.com/dispensaries/coalinga-retail-partners-coalinga,https://www.leafly.com/dispensary-info/coalinga-retail-partners,,
C10-0001380-LIC,District 5 Culture Store Corp,Culture Cannabis Club,Fresno,Fresno,https://weedmaps.com/dispensaries/culture-club-fresno,https://www.leafly.com/dispensary-info/culture-club,,
C10-0000974-LIC,Element 7 Firebaugh LLC,ELEMENT 7 FIREBAUGH LLC,Firebaugh,Fresno,https://weedmaps.com/dispensaries/element-7-firebaugh-firebaugh,https://www.leafly.com/dispensary-info/element-7-firebaugh,,
C10-0000951-LIC,Element 7 Mendota LLC,,Mendota,Fresno,https://weedmaps.com/dispensaries/element-7-mendota-mendota,https://www.leafly.com/dispensary-info/element-7-mendota,,
C10-0001065-LIC,Fresno Cares,Higher Level of Care,Fresno,Fresno,https://weedmaps.com/dispensaries/higher-level-of-care-fresno,https://www.leafly.com/dispensary-info/higher-level-of-care,,
C10-0001068-LIC,Fresno Culture Corp.,Culture Cannabis Club,Fresno,Fresno,https://weedmaps.com/dispensaries/culture-club-fresno,https://www.leafly.com/dispensary-info/culture-club,,
C10-0000847-LIC,Gbh Parlier LLC,GBH Parlier LLC,Parlier,Fresno,https://weedmaps.com/dispensaries/gbh-parlier-parlier,https://www.leafly.com/dispensary-info/gbh-parlier,,
C10-0001081-LIC,"Haven #1, LLC",Haven Cannabis Marijuana and Weed Dispensary - Fresno,Fresno,Fresno,https://weedmaps.com/dispensaries/haven-marijuana-and-weed-fresno-fresno,https://www.leafly.com/dispensary-info/haven-marijuana-and-weed-fresno,,
C10-0001100-LIC,Infinity Assets Fresno LLC,Infinity Assets Fresno LLC,Fresno,Fresno,https://weedmaps.com/dispensaries/infinity-assets-fresno-fresno,https://www.leafly.com/dispensary-info/infinity-assets-fresno,,
C10-0001096-LIC,Responsible And Compliant Retail Blackstone LLC,Embarc Fresno,Fresno,Fresno,https://weedmaps.com/dispensaries/embarc-fresno-fresno,https://www.leafly.com/dispensary-info/embarc-fresno,,
C10-0001016-LIC,Roeding Leaf Inc. [Equity Retailer],Banyan Tree [Equity Retailer],Fresno,Fresno,https://weedmaps.com/dispensaries/banyan-tree-equity-retailer-fresno,https://www.leafly.com/dispensary-info/banyan-tree-equity-retailer,,
C10-0001419-LIC,"Sweet Flower Fresno 2, LLC",,Fresno,Fresno,https://weedmaps.com/dispensaries/sweet-flower-fresno-2-fresno,https://www.leafly.com/dispensary-info/sweet-flower-fresno-2,,
C10-0001041-LIC,Tat Fresno Ii LLC,The Artist Tree,Fresno,Fresno,https://weedmaps.com/dispensaries/the-artist-tree-fresno,https://www.leafly.com/dispensary-info/the-artist-tree,,
C10-0001572-LIC,Tat Fresno LLC,The Artist Tree,Fresno,Fresno,https://weedmaps.com/dispensaries/the-artist-tree-fresno,https://www.leafly.com/dispensary-info/the-artist-tree,,
C10-0001256-LIC,Traditional - Fresno - Me LLC [Equity Retailer],Traditional [Equity Retailer],Fresno,Fresno,https://weedmaps.com/dispensaries/traditional-equity-retailer-fresno,https://www.leafly.com/dispensary-info/traditional-equity-retailer,,
C10-0001150-LIC,Yuma Way Ca LLC,Yuma Way CA LLC,Fresno,Fresno,https://weedmaps.com/dispensaries/yuma-way-ca-fresno,https://www.leafly.com/dispensary-info/yuma-way-ca,,
C10-0001644-LIC,Cali Love Willows LLC [Equity Retailer],CALI LOVE WILLOWS [Equity Retailer],Willows,Glenn,https://weedmaps.com/dispensaries/cali-love-willows-equity-retailer-willows,https://www.leafly.com/dispensary-info/cali-love-willows-equity-retailer,,
C10-0000190-LIC,1l Tree Lounge LLC,"One Log, Cookies",Garberville,Humboldt,https://weedmaps.com/dispensaries/one-log-cookies-garberville,https://www.leafly.com/dispensary-info/one-log-cookies,,
C10-0001369-LIC,Carlotta Gardens LLC,Carlotta Gardens LLC,Carlotta,Humboldt,https://weedmaps.com/dispensaries/carlotta-gardens-carlotta,https://www.leafly.com/dispensary-info/carlotta-gardens,,
C10-0000621-LIC,Dawa Holdings LLC [Equity Retailer],Livity [Equity Retailer],Arcata,Humboldt,https://weedmaps.com/dispensaries/livity-equity-retailer-arcata,https://www.leafly.com/dispensary-info/livity-equity-retailer,,
C10-0001473-LIC,Dc Eden,Clarkies,Redway,Humboldt,https://weedmaps.com/dispensaries/clarkies-redway,https://www.leafly.com/dispensary-info/clarkies,,
C10-0000754-LIC,"E7 Rio Dell, LLC","E7 RIO DELL, LLC",Rio Dell,Humboldt,https://weedmaps.com/dispensaries/e7-rio-dell-rio-dell,https://www.leafly.com/dispensary-info/e7-rio-dell,,
C10-0000218-LIC,"Ecocann, Inc.",Ecocann,Eureka,Humboldt,https://weedmaps.com/dispensaries/ecocann-eureka,https://www.leafly.com/dispensary-info/ecocann,,
C10-0000650-LIC,Fireplace Management Incorporated,The Fireplace,Arcata,Humboldt,https://weedmaps.com/dispensaries/the-fireplace-arcata,https://www.leafly.com/dispensary-info/the-fireplace,,
C10-0001589-LIC,"Ganjery, LLC",The Ganjery,Arcata,Humboldt,https://weedmaps.com/dispensaries/the-ganjery-arcata,https://www.leafly.com/dispensary-info/the-ganjery,,
C10-0001456-LIC,Green Rush LLC,Green Rush Cannabis Co.,Eureka,Humboldt,https://weedmaps.com/dispensaries/green-rush-co-eureka,https://www.leafly.com/dispensary-info/green-rush-co,,
C10-0000696-LIC,Hh&M LLC [Equity Retailer],Humboldt Herb & Market [Equity Retailer],Arcata,Humboldt,https://weedmaps.com/dispensaries/humboldt-herb-market-equity-retailer-arcata,https://www.leafly.com/dispensary-info/humboldt-herb-market-equity-retailer,,
C10-0001327-LIC,Humboldt Af Cannabis,Humboldt's Premium,Arcata,Humboldt,https://weedmaps.com/dispensaries/humboldts-premium-arcata,https://www.leafly.com/dispensary-info/humboldts-premium,,
C10-0001562-LIC,Humboldt Honey Dispensary LLC,Humboldt Honey Dispensary LLC,Eureka,Humboldt,https://weedmaps.com/dispensaries/humboldt-honey-eureka,https://www.leafly.com/dispensary-info/humboldt-honey,,
C10-0000676-LIC,"Lcb Retail, Inc. [Equity Retailer]","LCB Retail, Inc [Equity Retailer]",Whitethorn,Humboldt,https://weedmaps.com/dispensaries/lcb-retail-equity-retailer-whitethorn,https://www.leafly.com/dispensary-info/lcb-retail-equity-retailer,,
C10-0001614-LIC,Mama Dz LLC,GOAT GLOBAL,Eureka,Humboldt,https://weedmaps.com/dispensaries/goat-global-eureka,https://www.leafly.com/dispensary-info/goat-global,,
C10-0000997-LIC,"My Golden Green, Inc.",The Humboldt County Collective,Eureka,Humboldt,https://weedmaps.com/dispensaries/the-humboldt-county-eureka,https://www.leafly.com/dispensary-info/the-humboldt-county,,
C10-0000257-LIC,Pacific Paradise Retailing Corp.,Pacific Paradise,Arcata,Humboldt,https://weedmaps.com/dispensaries/pacific-paradise-arcata,https://www.leafly.com/dispensary-info/pacific-paradise,,
C10-0000370-LIC,Plant Humboldt LLC,,Redway,Humboldt,https://weedmaps.com/dispensaries/plant-humboldt-redway,https://www.leafly.com/dispensary-info/plant-humboldt,,
C10-0001426-LIC,"Prime Exotics, Inc.",Prime Exotics,Eureka,Humboldt,https://weedmaps.com/dispensaries/prime-exotics-eureka,https://www.leafly.com/dispensary-info/prime-exotics,,
C10-0000688-LIC,"Proper Wellness, Inc.",Proper Wellness Center,Rio Dell,Humboldt,https://weedmaps.com/dispensaries/proper-center-rio-dell,https://www.leafly.com/dispensary-info/proper-center,,
C10-0000599-LIC,"Proper Wellness, Inc.","PROPER WELLNESS, INC.",Eureka,Humboldt,https://weedmaps.com/dispensaries/proper-eureka,https://www.leafly.com/dispensary-info/proper,,
C10-0000258-LIC,Swco Inc [Equity Retailer],Satori Wellness [Equity Retailer],Mckinleyville,Humboldt,https://weedmaps.com/dispensaries/satori-equity-retailer-mckinleyville,https://www.leafly.com/dispensary-info/satori-equity-retailer,,
C10-0000692-LIC,Amg Dynamic Enterprises Inc. [Equity Retailer],AMG DYNAMIC ENTERPRISES INC. [Equity Retailer],Calexico,Imperial,https://weedmaps.com/dispensaries/amg-dynamic-enterprises-equity-retailer-calexico,https://www.leafly.com/dispensary-info/amg-dynamic-enterprises-equity-retailer,,
C10-0001107-LIC,Authentic El Centro LLC,AUTHENTIC EL CENTRO LLC,El Centro,Imperial,https://weedmaps.com/dispensaries/authentic-el-centro-el-centro,https://www.leafly.com/dispensary-info/authentic-el-centro,,
C10-0000541-LIC,"Imperial Greens Retail Outlet, Inc.",March and Ash,Imperial,Imperial,https://weedmaps.com/dispensaries/march-and-ash-imperial,https://www.leafly.com/dispensary-info/march-and-ash,,
C10-0001176-LIC,Mom Ec LLC,Megan's Organic Market,El Centro,Imperial,https://weedmaps.com/dispensaries/megans-organic-market-el-centro,https://www.leafly.com/dispensary-info/megans-organic-market,,
C10-0001060-LIC,Movocan,Aroma,Winterhaven,Imperial,https://weedmaps.com/dispensaries/aroma-winterhaven,https://www.leafly.com/dispensary-info/aroma,,
C10-0000423-LIC,Movocan,MOVOCAN,Calexico,Imperial,https://weedmaps.com/dispensaries/movocan-calexico,https://www.leafly.com/dispensary-info/movocan,,
C10-0001600-LIC,Nmh Investments LLC,Leaf Society,Thermal,Imperial,https://weedmaps.com/dispensaries/leaf-society-thermal,https://www.leafly.com/dispensary-info/leaf-society,,
C10-0000906-LIC,Winterhaven Drive LLC,Winterhaven Drive,Winterhaven,Imperial,https://weedmaps.com/dispensaries/winterhaven-drive-winterhaven,https://www.leafly.com/dispensary-info/winterhaven-drive,,
C10-0001391-LIC,Alluvial Management Co. LLC,ASCENT,Bishop,Inyo,https://weedmaps.com/dispensaries/ascent-bishop,https://www.leafly.com/dispensary-info/ascent,,
C10-0001326-LIC,Nug Holdings One LLC,NUG,Bishop,Inyo,https://weedmaps.com/dispensaries/nug-bishop,https://www.leafly.com/dispensary-info/nug,,
C10-0000135-LIC,Pal's Association,,Bishop,Inyo,https://weedmaps.com/dispensaries/pals-association-bishop,https://www.leafly.com/dispensary-info/pals-association,,
C10-0000562-LIC,Simply Green Corporation,Sierra Green,Bishop,Inyo,https://weedmaps.com/dispensaries/sierra-green-bishop,https://www.leafly.com/dispensary-info/sierra-green,,
C10-0000957-LIC,The Lonely Pine LLC [Equity Retailer],Sage and Fire [Equity Retailer],Lone Pine,Inyo,https://weedmaps.com/dispensaries/sage-and-fire-equity-retailer-lone-pine,https://www.leafly.com/dispensary-info/sage-and-fire-equity-retailer,,
C10-0000568-LIC,"California City Supply, LLC",GreenStone Retail,Calif City,Kern,https://weedmaps.com/dispensaries/greenstone-retail-calif-city,https://www.leafly.com/dispensary-info/greenstone-retail,,
C10-0001475-LIC,Otc Mcfarland LLC,Off the Charts,MC Farland,Kern,https://weedmaps.com/dispensaries/off-the-charts-mc-farland,https://www.leafly.com/dispensary-info/off-the-charts,,
C10-0000596-LIC,Royal Apothecary L.L.C.,ROYAL APOTHECARY,Calif City,Kern,https://weedmaps.com/dispensaries/royal-apothecary-calif-city,https://www.leafly.com/dispensary-info/royal-apothecary,,
C10-0001413-LIC,Blissful Moments Healing Center,Blissful Moments Healing Center,Corcoran,Kings,https://weedmaps.com/dispensaries/blissful-moments-healing-center-corcoran,https://www.leafly.com/dispensary-info/blissful-moments-healing-center,,
C10-0000800-LIC,Hanford Erudite,HerbNJoy,Hanford,Kings,https://weedmaps.com/dispensaries/herbnjoy-hanford,https://www.leafly.com/dispensary-info/herbnjoy,,
C10-0000840-LIC,"Nc6 Systems, Inc.",Deli by Caliva Hanford,Hanford,Kings,https://weedmaps.com/dispensaries/deli-by-caliva-hanford-hanford,https://www.leafly.com/dispensary-info/deli-by-caliva-hanford,,
